기준,BUDAT_NM,날짜1,날짜2,날짜수식전환,월주,주,요일,월,COURSE_CD,local_code,PK_CUST_CD,CUST_NM,지역,주소,구,X,Y,ITEM_CD,ITEM_NM,QCT_NO,STD_PACK_QTY,총량,BOX,낱개,TRP_TYP,TRP_CUST_CD,수제구분,CBM
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-623,1012245,금천약국,서울,서울 중구 북창동 136,중구 ,126.9776744,37.56126237,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-638,1012277,조동약국,서울,서울 중구 장교동 1 지하1층 11,중구 ,126.9865507,37.56736711,5000012,부채표쌍화탕 100ML,K042,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-416,1012387,부일약국,서울,서울 성동구 행당동 133,성동구,127.0368535,37.55894437,5001796,부채표가을생강쌍화 100ml,K035,100,300,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-547,1012447,명진약국,서울,서울 용산구 신흥로36길 3 (후암동),용산구,126.9818413,37.54654592,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-547,1012447,명진약국,서울,서울 용산구 신흥로36길 3 (후암동),용산구,126.9818413,37.54654592,5000012,부채표쌍화탕 100ML,K042,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-621,1012464,광주약국,서울,"서울 중구 퇴계로 45 (남창동, 남일물산) 1층 103호",중구,126.9775674,37.55828788,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-327,1012466,성산현대약국,서울,서울 마포구 성산동 350 (상가101호),마포구,126.9027197,37.56325039,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-590,1012629,참사랑약국,서울,"서울 은평구 응암로 6323, 1층 일부(응암동)",은평구,126.922547,37.60504742,5000070,비타천플러스 100ML,K080,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-593,1012968,한겨레약국,서울,"서울 은평구 연서로 219, 1층(갈현동)",은평구,126.9197197,37.61832648,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-642,1013008,홍신약국,서울,서울 중구 남대문로9길 52(무교동),중구 ,126.9795984,37.56711744,5000012,부채표쌍화탕 100ML,K042,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-642,1013008,홍신약국,서울,서울 중구 남대문로9길 52(무교동),중구 ,126.9795984,37.56711744,5002173,황제골드 100ML,K013,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-385,1013059,반원약국,서울,"서울 서초구 잠원로3길 40, 1층 103-2호(잠원동)",서초구,127.0036592,37.50821313,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-7,1013148,고양이화약국,경기,경기 고양시 덕양구 고양동 139,고양시,126.9021793,37.70391474,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-10,1013561,내유녹십자약국,경기,경기 고양시 덕양구 내유동 676-49,고양시,126.8436296,37.72547328,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-585,1013563,은평오렌지약국,서울,"서울 은평구 진관2로 29-1 (진관동, 드림수퀘어 113,114호)",은평구,126.9206117,37.63545106,5000004,까스활명수큐액 75ML(50),K096,120,1200,10,0,Y,고려택배,X,0.27
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-585,1013563,은평오렌지약국,서울,"서울 은평구 진관2로 29-1 (진관동, 드림수퀘어 113,114호)",은평구,126.9206117,37.63545106,5000012,부채표쌍화탕 100ML,K042,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-26,1013606,푸름약국,경기,경기 파주시 금촌동 986-2,파주시,126.7662456,37.75220486,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-403,1013711,조달약국,서울,서울 서초구 반포동 648 조달청후생관 지하1층,서초구,126.9972052,37.51668221,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-20,1013737,운정온누리약국,경기,"경기 파주시 와석순환로 72, 1층 106호(야당동,홍원프라자)",파주시,126.7512612,37.7106457,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-64,1013767,통일로약국,경기,경기 고양시 덕양구 관산동 227-11 1층전체,고양시,126.8647843,37.68792668,5000012,부채표쌍화탕 100ML,K042,100,300,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-542,1014403,건강한약국,서울,서울 용산구 청파동1가 1-17,용산구,126.9673931,37.55002866,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-299,1014544,고은약국,서울,서울 동작구 사당3동 175-24,동작구,126.9706484,37.49039318,5000004,까스활명수큐액 75ML(50),K096,120,720,6,0,Y,고려택배,X,0.162
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-142,1014592,우경약국,서울,서울 관악구 신림동 304-85,관악구,126.9312983,37.46513587,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-142,1014592,우경약국,서울,서울 관악구 신림동 304-85,관악구,126.9312983,37.46513587,5000012,부채표쌍화탕 100ML,K042,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-395,1014684,신명성약국,서울,서울 서초구 반포4동 92-12 보스톤빌딩1층,서초구,126.9985482,37.49875462,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-570,1014738,명성약국,서울,"서울 은평구 통일로 805, 1(대조동)",은평구,126.9240752,37.61585923,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-216,1014814,미래팜약국,서울,서울 금천구 독산동 991-44 1층,금천구,126.9034057,37.47261354,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-60,1014823,제일편한약국,경기,경기 고양시 일산구 장항동 897 뉴욕프라자106,고양시,126.7698981,37.68501189,5000004,까스활명수큐액 75ML(50),K096,120,720,6,0,Y,고려택배,X,0.162
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-520,1014870,도림우리들약국,서울,서울 영등포구 도림동 226-1 226-161층 103,영등포,126.8965565,37.50859809,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-335,1021523,예진약국,서울,"서울 마포구 월드컵북로 402 (상암동, 케이지아이티센터3층321호)",마포구,126.888982,37.58010691,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-134,1022631,새태평양온누리약국,서울,"서울 관악구 봉천로 616 (봉천동, 1층)",관악구,126.9654881,37.47543545,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-36,1022756,서정약국,경기,"경기 고양시 덕양구 서정마을로 5, 104호(행신동, 행신프라자)",고양시,126.8469445,37.61836799,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-516,1023193,나눔약국,서울,서울 영등포구 신길동 452-9 1층,영등포,126.9219616,37.51176134,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-61,1025005,주엽약국,경기,"경기 고양시 일산서구 중앙로 1437, 105호 화성프라자(주엽동)",고양시,126.7604995,37.67005726,5000039,부채표쌍화천 100ML,K129,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-39,1025012,세일약국,경기,경기 고양시 덕양구 화전동 51,고양시,126.8791004,37.61037919,5000012,부채표쌍화탕 100ML,K042,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-559,1025072,팜그린약국,서울,"서울 용산구 청파로 74, 1층 A-147호(한강로3가, 전자랜드 본관)",용산구,126.9595586,37.53278787,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-353,1025884,부활약국,서울,"서울 서대문구 통일로 189-1, 1층(영천동)",서대문,126.9618494,37.57033769,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-407,1025971,태평양약국,서울,"서울 서초구 중앙로 582, 제에이동 제1층 103호(우면동, 서초타워)",서초구,127.015325,37.45714901,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-469,1026125,메디팜우주약국,서울,"서울 송파구 올림픽로35길 10, B동 제2층 제212-1",송파구,127.1132654,37.52031527,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-404,1027246,주앙약국,서울,서울 서초구 방배동 1028-1 경남상가 103,서초구,126.9996971,37.47654439,5000039,부채표쌍화천 100ML,K129,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-333,1027358,애오개약국,서울,"서울 마포구 마포대로 204 103호(아현동,에스케이허브블루오피스텔상가)",마포구,126.9565333,37.55202141,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-631,1039191,서울약국,서울,서울 중구 태평로 1가 74,중구 ,126.9929833,37.55786661,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-215,1040082,물결상사,서울,서울 금천구 시흥동 230-4 1F,금천구,126.9169542,37.45314388,5001370,까스활액 75ML,K069,120,1320,11,0,Y,고려택배,X,0.297
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-9,1040374,봉일천약국,경기,경기 파주시 조리읍 봉일천리 168-14,파주시,126.8068105,37.74355414,5000004,까스활명수큐액 75ML(50),K096,120,840,7,0,Y,고려택배,X,0.189
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-9,1040374,봉일천약국,경기,경기 파주시 조리읍 봉일천리 168-14,파주시,126.8068105,37.74355414,5000012,부채표쌍화탕 100ML,K042,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-14,1040451,시온약국,경기,경기 파주시 탄현면 법흥리 1725-3,파주시,126.7016334,37.77443636,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-32,1040547,새봄약국,경기,경기 고양시 일산서구 탄현동 121 6필지큰마을대림현대주상가101호~102호,고양시,126.765021,37.70093003,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-635,1041559,우리네약국,서울,서울 중구 신당동 842 약수하이츠상가102호,중구 ,127.0146848,37.55475857,5000039,부채표쌍화천 100ML,K129,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-540,1042029,타워약국,서울,서울 영등포구 여의도동 61-5 여의도리버타워빌딩1층 101,영등포,126.9386017,37.51939958,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-214,1043103,광장온누리약국,서울,"서울 금천구 금하로 710(시흥동,1층)",금천구,126.908691,37.45088944,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-138,1043333,신화약국,서울,서울 관악구 봉천동 1569 5호,관악구,126.9515611,37.47896006,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-562,1043334,현대온누리약국,서울,"서울 용산구 이촌로 280, 1층 1호(이촌동)",용산구,126.9778702,37.51845221,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-386,1044379,반포소망약국,서울,서울 서초구 반포동 52-7 진일빌딩 3층,서초구,127.0114111,37.50189537,5000012,부채표쌍화탕 100ML,K042,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-320,1044439,대교약국,서울,서울 마포구 도화동 250-1 에벤에셀빌딩 1층,마포구,126.9473314,37.53978149,5000039,부채표쌍화천 100ML,K129,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-57,1044654,일산선약국,경기,경기 고양시 일산서구 가좌1로 53,고양시,126.7189087,37.68750771,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-10,1045855,산약국,경기,경기 파주시 문산읍 문산리 6-28,파주시,126.7849973,37.85810582,5000039,부채표쌍화천 100ML,K129,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-556,1048047,이층성장약국,서울,서울 용산구 이촌동 300-27,용산구,126.9719213,37.52015277,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-30,1049069,새명약국,경기,"경기 고양시 일산동구 중앙로 1036 (백석동, 홈플러스고양터미널점B2층)",고양시,126.7896615,37.64317872,5000004,까스활명수큐액 75ML(50),K096,120,840,7,0,Y,고려택배,X,0.189
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-15,1049312,세곡리엔약국,서울,"서울 강남구 세곡동 세곡택지지구근생2-1, B1 1층108호",강남구,127.1114976,37.47170903,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-622,1050073,서울왕약국,서울,서울 중구 남대문로 24-1 1층 가호(남창동),중구,126.9784767,37.56088058,5000004,까스활명수큐액 75ML(50),K096,120,600,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-622,1050073,서울왕약국,서울,서울 중구 남대문로 24-1 1층 가호(남창동),중구,126.9784767,37.56088058,5002173,황제골드 100ML,K013,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-552,1050875,세계약국,서울,서울 용산구 원효로2가 85-1,용산구,126.9619734,37.5357617,5000012,부채표쌍화탕 100ML,K042,100,500,5,0,Y,고려택배,X,0.135
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-535,1051118,윤중약국,서울,"서울 영등포구 여의나루로 42, 115호(여의도동, 여의도종합상가)",영등포,126.9249712,37.52147031,5000004,까스활명수큐액 75ML(50),K096,120,120,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-567,1051210,기림약국,서울,"서울 은평구 응암로22길 8 (응암동,1층)",은평구,126.9188459,37.59358405,5000004,까스활명수큐액 75ML(50),K096,120,240,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-349,1051672,(주)천일유통,서울,"서울 서대문구 거북골로 215 (북가좌동, 1층, 지층)",서대문,126.9074705,37.57919977,5001370,까스활액 75ML,K069,120,2640,22,0,Y,고려택배,X,0.594
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-634,1051806,오렌지약국,서울,"서울 중구 을지로 100, 비동 지하1층(을지로2가, 파인에비뉴)",중구 ,126.9935688,37.56499324,5000012,부채표쌍화탕 100ML,K042,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-600,1052011,대명약국,서울,"서울 종로구 종로 256-1, 1층(종로5가, 대명빌딩)",종로구,127.0062715,37.57086804,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,서울-569,1052085,대우약국,서울,"서울 은평구 통일로 749, 1층(대조동)",은평구,126.9281644,37.61194928,5000012,부채표쌍화탕 100ML,K042,100,200,2,0,Y,고려택배,X,0.054
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-15,1052545,더건강약국,경기,"경기 고양시 덕양구 관산동 178-52 더퍼스트프라임상가 148호, 179호",고양시,126.8667603,37.68779485,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-15,1052545,더건강약국,경기,"경기 고양시 덕양구 관산동 178-52 더퍼스트프라임상가 148호, 179호",고양시,126.8667603,37.68779485,5000070,비타천플러스 100ML,K080,100,100,1,0,Y,고려택배,X,0.027
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,고양-55,1052578,인제조은약국,경기,경기 고양시 일산서구 호수로 856번길 73-2 (대화동),고양시,126.7498065,37.67374373,5000004,까스활명수큐액 75ML(50),K096,120,360,3,0,Y,고려택배,X,0.081
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-28,1052786,하나유통,경기,경기 파주시 당하동 654-4,파주시,126.7456467,37.73888382,5000047,부채표쌍화원 100ML(유통),K038,100,1100,11,0,Y,고려택배,X,0.297
MAX,2021-01-05,2021-01-05,21.1.5,2021.1.5,1월1주,1,화,1월,TA,파주-28,1052786,하나유통,경기,경기 파주시 당하동 654-4,파주시,126.7456467,37.73888382,5001370,까스활액 75ML,K069,120,1320,11,0,Y,고려택배,X,0.297
